OrderID,PurchaseDate,CustomerID,ProductID,SellerID,ChannelID,Quantity,GrossRevenue,DiscountAmount,Net_Revenue,COGS,PlatformFee,PaymentProcessingFee,ShippingFeeCharged,SellerPayout,PaymentMethod,FulfillmentType,ShippingMethod,DeliveryDays,OnTime_Flag,OrderStatus,Return_Flag,Refund_Amount
ORD0000008671,2024-08-31,CUS002906,PRO00296,SEL00118,CH03,2,22.8,2.45,20.35,14.59,2.56,0.32,0.0,17.47,BNPL,Seller-Fulfilled,Standard,3.5,1,Completed,0,0.0
ORD0000008674,2024-12-19,CUS001872,PRO00362,SEL00339,CH01,1,21.25,3.19,18.06,10.53,2.1,0.18,0.0,15.78,Card,Platform-Fulfilled,Standard,4.3,1,Completed,0,0.0
ORD0000008675,2024-06-23,CUS006935,PRO00120,SEL00243,CH01,1,16.03,2.67,13.36,8.49,0.15,0.15,5.99,"19,05",Card,Platform-Fulfilled,Express,3.5,0,Completed,0,0.0
ORD0000008676,2024-05-13,CUS002167,PRO00547,SEL00039,CH01,3,14.61,1.16,13.45,9.46,2.33,0.09,3.99,15.02,PayPal,Seller-Fulfilled,Standard,4.6,1,Completed,0,0.0
ORD0000008678,2024-11-21,CUS000112,PRO00654,SEL00073,CH05,2,78.0,11.39,66.61,47.19,6.64,0.88,0.0,59.09,Card,Seller-Fulfilled,Standard,4.3,1,Completed,0,0.0
ORD0000008679,2024-07-31,CUS003934,PRO00166,SEL00114,CH02,1,18.37,2.92,15.45,10.08,1.82,0.13,5.99,19.49,PayPal,Platform-Fulfilled,Standard,2.6,1,Completed,0,0.0
ORD0000008680,2024-05-15,CUS004644,PRO00871,SEL00087,CH04,1,29.49,5.08,24.41,17.11,0.22,0.36,3.99,27.82,Card,Platform-Fulfilled,Standard,6.0,1,Completed,0,0.0
ORD0000008691,2024-12-25,CUS003050,PRO00072,SEL00360,CH04,2,44.28,1.47,42.81,25.74,6.4,0.68,0.0,35.73,PayPal,Seller-Fulfilled,Standard,5.3,1,Completed,0,0.0
ORD0000008694,2024-04-19,CUS005945,PRO00341,SEL00405,CH03,4,221.2,35.28,185.92,147.8,22.33,2.48,3.99,165.1,Bank Transfer,Seller-Fulfilled,Standard,5.6,1,Completed,0,0.0
ORD0000008695,2024-11-22,CUS005629,PRO00365,SEL00388,CH01,1,15.88,1.82,14.06,10.85,1.12,0.19,2.99,15.74,PayPal,Platform-Fulfilled,Standard,5.3,1,Completed,0,0.0
ORD0000008697,2024-12-04,CUS004632,PRO00287,SEL00144,CH01,2,127.24,3.8,123.44,86.7,9.62,1.52,3.99,"116,29",BNPL,Seller-Fulfilled,Standard,4.5,1,Returned,1,"116,22"
ORD0000008698,2024-02-23,CUS003439,PRO00633,SEL00119,CH03,1,8.82,0.18,8.64,4.94,0.94,0.15,0.0,7.55,PayPal,Seller-Fulfilled,Standard,2.9,1,Returned,1,4.17
ORD0000008699,2024-06-30,CUS006601,PRO00946,SEL00114,CH03,1,24.55,2.92,21.63,"13,06",2.55,0.15,0.0,18.93,Bank Transfer,Seller-Fulfilled,Standard,5.3,1,Completed,0,0.0
ORD0000008703,2024-01-26,CUS003597,PRO00626,SEL00347,CH04,1,25.18,3.23,21.95,12.56,3.32,0.19,0.0,18.44,BNPL,Platform-Fulfilled,Standard,2.0,1,Returned,0,0.0
ORD0000008706,2024-01-19,CUS000714,PRO00739,SEL00082,CH01,1,24.03,3.3,20.73,16.31,3.04,0.25,2.99,"20,43",Cash on Delivery,Platform-Fulfilled,Standard,7.7,0,Completed,0,0.0
ORD0000008707,2024-03-04,CUS001974,PRO00766,SEL00390,CH05,1,57.31,1.43,55.88,36.15,8.48,0.53,0.0,46.87,BNPL,Platform-Fulfilled,Express,1.7,1,Completed,0,0.0
ORD0000008712,2024-09-03,CUS006627,PRO00262,SEL00346,CH04,2,214.0,22.25,191.75,127.4,29.89,2.81,3.99,163.04,Bank Transfer,Platform-Fulfilled,Pickup Point,4.2,1,Completed,0,0.0
ORD0000008713,2024-09-10,CUS004050,PRO00089,SEL00181,CH03,2,139.48,11.05,"128,43",78.3,10.85,1.56,0.0,116.02,Cash on Delivery,Seller-Fulfilled,Express,1.5,1,Returned,1,76.03
ORD0000008725,2024-04-19,CUS000941,PRO00924,SEL00114,CH05,1,27.71,0.31,27.4,20.25,3.23,0.18,2.99,26.98,Card,Seller-Fulfilled,Standard,3.9,1,Completed,0,0.0
ORD0000008736,2024-09-22,CUS002481,PRO00822,SEL00417,CH03,2,11.12,1.92,"9,20",6.37,1.27,0.08,2.99,10.84,PayPal,Seller-Fulfilled,Standard,3.2,1,Completed,0,0.0
ORD0000008738,2024-06-01,CUS002467,PRO00859,SEL00278,CH02,1,123.35,23.76,99.59,74.94,"8,37",1.13,0.0,90.09,Bank Transfer,Seller-Fulfilled,Express,2.6,1,Completed,0,0.0
ORD0000008745,2024-11-03,CUS006466,PRO00112,SEL00205,CH03,1,6.66,0.95,5.71,3.26,0.77,0.1,0.0,4.84,Card,Platform-Fulfilled,Pickup Point,3.1,1,Cancelled,0,0.0
ORD0000008747,2024-07-18,CUS000356,PRO00647,SEL00323,CH04,1,4.46,0.2,"4,26",2.69,0.76,0.03,3.99,7.46,PayPal,Seller-Fulfilled,Express,1.7,1,Completed,0,0.0
ORD0000008759,2024-11-18,CUS001459,PRO00794,SEL00272,CH03,4,187.16,18.78,168.38,99.38,10.52,1.65,0.0,156.21,Card,Seller-Fulfilled,Express,1.7,1,Completed,0,0.0
ORD0000008761,2024-08-08,CUS000656,PRO00421,SEL00125,CH03,2,103.5,6.87,96.63,77.83,12.72,1.37,2.99,85.53,Card,Seller-Fulfilled,Express,4.0,0,Completed,0,0.0
ORD0000008763,2024-06-24,CUS002533,PRO00785,SEL00186,CH04,1,52.27,8.23,44.04,26.62,3.06,0.34,5.99,46.63,Card,Seller-Fulfilled,Standard,6.2,0,Completed,0,0.0
ORD0000008768,2024-01-02,CUS005197,PRO00971,SEL00148,CH01,1,31.36,3.34,28.02,17.18,0.04,0.3,3.99,31.67,Card,Seller-Fulfilled,Express,3.3,0,Completed,0,0.0
ORD0000008772,2024-10-06,CUS000648,PRO00278,SEL00207,CH05,4,56.48,9.54,46.94,36.55,0.59,0.42,0.0,45.93,Card,Platform-Fulfilled,Standard,7.5,0,Completed,0,0.0
ORD0000008774,2024-10-15,CUS001171,PRO00409,SEL00379,CH03,3,127.29,13.23,114.06,61.26,9.9,1.04,2.99,106.11,Card,Platform-Fulfilled,Standard,3.4,1,Completed,0,0.0
ORD0000008776,2024-02-01,CUS004385,PRO00733,SEL00031,CH06,1,37.31,2.07,35.24,20.98,0.03,0.36,0.0,34.85,Bank Transfer,Seller-Fulfilled,Standard,4.6,1,Completed,0,"0,00"
ORD0000008780,2024-08-22,CUS006418,PRO00171,SEL00394,CH01,2,37.28,6.6,30.68,26.18,2.87,0.54,0.0,27.27,BNPL,Seller-Fulfilled,Standard,5.3,1,Completed,0,0.0
ORD0000008783,2024-07-04,CUS002102,PRO00238,SEL00350,CH04,1,29.48,0.56,28.92,22.47,3.4,0.24,0.0,25.28,PayPal,Seller-Fulfilled,Express,1.8,1,Returned,0,0.0
ORD0000008795,2024-12-13,CUS002102,PRO00274,SEL00254,CH03,1,18.27,3.09,15.18,10.99,2.31,0.22,0.0,12.65,Card,Seller-Fulfilled,Pickup Point,3.6,1,Completed,0,0.0
ORD0000008796,2024-12-20,CUS004662,PRO00363,SEL00112,CH04,3,77.73,2.09,75.64,52.67,0.76,1.33,0.0,73.55,PayPal,Seller-Fulfilled,Pickup Point,1.2,1,Completed,0,0.0
ORD0000008801,2024-03-22,CUS003026,PRO00121,SEL00420,CH04,1,15.59,1.18,14.41,10.89,0.9,0.24,2.99,16.26,BNPL,Seller-Fulfilled,Standard,4.3,1,Completed,0,"0,00"
ORD0000008806,2024-05-09,CUS001491,PRO00071,SEL00233,CH04,1,54.52,10.63,43.89,31.0,3.6,0.43,5.99,45.85,Card,Seller-Fulfilled,Standard,3.6,1,Completed,0,0.0
ORD0000008807,2024-01-30,CUS001364,PRO00865,SEL00037,CH02,2,33.98,6.11,27.87,15.72,0.35,0.46,5.99,33.05,PayPal,Platform-Fulfilled,Standard,3.6,1,Returned,1,15.29
ORD0000008809,2024-04-04,CUS002990,PRO00829,SEL00114,CH04,1,33.25,3.82,29.43,21.02,3.47,0.48,0.0,25.48,Card,Seller-Fulfilled,Standard,5.3,1,Completed,0,0.0
ORD0000008811,2024-01-13,CUS001931,PRO00812,SEL00082,CH01,2,54.72,4.16,50.56,39.74,7.41,0.49,5.99,48.65,Cash on Delivery,Platform-Fulfilled,Standard,7.0,0,Completed,0,0.0
ORD0000008813,2024-05-10,CUS004235,PRO00901,SEL00322,CH03,1,9.19,0.32,8.87,5.48,0.07,0.14,2.99,11.65,PayPal,Seller-Fulfilled,Express,1.8,1,Returned,1,7.34
ORD0000008819,2024-07-23,CUS006033,PRO00831,SEL00134,CH04,2,482.1,50.53,431.57,242.45,53.77,3.59,0.0,374.21,Cash on Delivery,Platform-Fulfilled,Standard,3.2,1,Completed,0,0.0
ORD0000008820,2024-07-05,CUS003208,PRO00059,SEL00307,CH01,2,11.74,2.36,9.38,5.38,1.62,0.06,5.99,13.69,Card,Platform-Fulfilled,Standard,3.0,1,Completed,0,0.0
ORD0000008823,2024-07-26,CUS002729,PRO00307,SEL00132,CH03,3,68.16,9.72,58.44,37.8,10.49,"0,52",0.0,47.43,Card,Seller-Fulfilled,Express,3.6,0,Completed,0,0.0
ORD0000008824,2024-01-04,CUS002645,PRO00619,SEL00127,CH02,1,136.86,0.91,135.95,95.85,0.37,1.31,3.99,138.26,Card,Platform-Fulfilled,Pickup Point,1.5,1,Completed,0,0.0
ORD0000008825,2024-12-16,CUS004880,PRO00373,SEL00181,CH01,4,117.76,11.12,106.64,88.96,9.01,1.85,2.99,98.77,PayPal,Seller-Fulfilled,Standard,3.8,1,Returned,1,91.19
ORD0000008827,2024-10-27,CUS001645,PRO00855,SEL00331,CH01,1,24.87,4.16,20.71,14.35,1.57,0.17,0.0,18.97,PayPal,Seller-Fulfilled,Standard,6.4,0,Cancelled,0,0.0
ORD0000008829,2024-08-07,CUS005830,PRO00124,SEL00360,CH04,2,25.82,5.31,20.51,"13,41",3.07,"0,20",3.99,21.23,Card,Seller-Fulfilled,Express,2.6,1,Completed,0,0.0
ORD0000008830,2024-12-14,CUS002455,PRO00112,SEL00202,CH01,4,34.28,2.64,31.64,18.5,2.46,0.29,3.99,32.88,Card,Seller-Fulfilled,Standard,6.3,0,Returned,0,0.0
ORD0000008838,2024-06-09,CUS006029,PRO00792,SEL00038,CH01,1,5.72,0.23,5.49,3.68,0.07,0.07,3.99,9.34,Card,Seller-Fulfilled,Express,2.2,1,Returned,0,0.0
ORD0000008839,2024-06-23,CUS000203,PRO00221,SEL00405,CH04,1,69.4,2.66,66.74,50.84,8.02,0.61,5.99,64.1,PayPal,Seller-Fulfilled,Express,1.0,1,Completed,0,0.0
ORD0000008840,2024-01-04,CUS007114,PRO00821,SEL00150,CH01,1,90.2,4.92,85.28,61.04,5.5,1.4,3.99,82.37,PayPal,Platform-Fulfilled,Standard,6.4,0,Returned,0,0.0
ORD0000008841,2024-04-20,CUS006280,PRO00400,SEL00002,CH03,3,349.47,75.25,274.22,190.26,29.26,2.07,3.99,246.88,Bank Transfer,Platform-Fulfilled,Standard,6.2,0,Completed,0,0.0
ORD0000008844,2024-11-26,CUS004215,PRO00748,SEL00059,CH03,1,9.66,1.44,8.22,5.47,0.15,0.11,5.99,13.95,Card,Platform-Fulfilled,Standard,5.7,1,Completed,0,0.0
ORD0000008845,2024-07-15,CUS006800,PRO00070,SEL00007,CH01,1,27.8,4.6,23.2,14.17,1.43,0.32,5.99,27.44,PayPal,Seller-Fulfilled,Standard,3.9,1,Completed,0,0.0
ORD0000008846,2024-02-14,CUS006832,PRO00150,SEL00259,CH01,3,237.72,34.65,203.07,"121,43",15.98,1.3,0.0,185.79,Card,Platform-Fulfilled,Pickup Point,3.8,1,Completed,0,0.0
ORD0000008850,2024-12-11,CUS004238,PRO00842,SEL00301,CH02,1,29.07,8.53,20.54,13.38,3.15,0.12,2.99,20.26,Card,Seller-Fulfilled,Standard,5.0,1,Completed,0,0.0
ORD0000008852,2024-11-07,CUS005255,PRO00356,SEL00155,CH03,4,39.28,6.54,32.74,24.53,3.6,0.51,2.99,31.62,Card,Seller-Fulfilled,Standard,1.5,1,Returned,1,28.31
ORD0000008853,2024-01-08,CUS005464,PRO00431,SEL00062,CH02,1,45.53,4.49,41.04,27.15,3.49,0.58,3.99,40.96,Card,Seller-Fulfilled,Standard,3.0,1,Completed,0,"0,00"
ORD0000008856,2024-08-02,CUS005364,PRO00617,SEL00353,CH04,2,161.72,14.13,147.59,84.84,11.23,1.72,3.99,138.63,Card,Seller-Fulfilled,Standard,2.8,1,Completed,0,0.0
ORD0000008859,2024-06-06,CUS003984,PRO00058,SEL00157,CH03,1,21.82,4.72,17.1,11.81,2.56,0.29,3.99,18.24,Bank Transfer,Seller-Fulfilled,Standard,3.9,1,Completed,0,0.0
ORD0000008866,2024-03-25,CUS007019,PRO00108,SEL00230,CH01,2,29.24,4.91,24.33,13.85,4.35,0.42,3.99,23.55,Card,Seller-Fulfilled,Standard,3.3,1,Completed,0,0.0
ORD0000008867,2024-03-01,CUS002466,PRO00090,SEL00415,CH04,1,163.57,15.51,148.06,95.34,17.06,2.46,5.99,134.53,PayPal,Seller-Fulfilled,Standard,6.6,0,Completed,0,0.0
ORD0000008871,2024-09-18,CUS000636,PRO00711,SEL00145,CH05,2,54.94,5.43,49.51,37.82,0.17,0.84,5.99,54.49,Card,Seller-Fulfilled,Standard,5.7,1,Completed,0,0.0
ORD0000008880,2024-11-20,CUS005278,PRO00642,SEL00231,CH04,1,46.81,12.22,34.59,23.51,5.85,0.46,2.99,31.27,Card,Seller-Fulfilled,Pickup Point,4.7,1,Completed,0,0.0
ORD0000008883,2024-01-19,CUS001146,PRO00157,SEL00262,CH03,1,17.95,0.83,17.12,13.22,2.47,0.23,0.0,14.42,BNPL,Seller-Fulfilled,Express,2.0,1,Completed,0,0.0
ORD0000008885,2024-09-29,CUS002934,PRO00585,SEL00252,CH02,1,11.53,0.63,10.9,7.69,0.68,0.07,2.99,13.14,PayPal,Platform-Fulfilled,Standard,7.3,0,Completed,0,0.0
ORD0000008887,2024-05-09,CUS002084,PRO00758,SEL00371,CH03,2,319.4,33.57,285.83,212.36,37.44,3.08,3.99,249.3,Card,Seller-Fulfilled,Standard,3.8,1,Completed,0,0.0
ORD0000008889,2024-11-08,CUS005014,PRO00078,SEL00039,CH06,1,46.65,0.04,46.61,30.24,8.08,0.48,3.99,42.04,Card,Seller-Fulfilled,Standard,4.1,1,Completed,0,0.0
ORD0000008890,2024-03-12,CUS002965,PRO00905,SEL00061,CH05,1,7.31,0.29,7.02,4.12,0.7,0.07,0.0,6.25,PayPal,Seller-Fulfilled,Standard,5.1,1,Completed,0,0.0
ORD0000008898,2024-03-04,CUS003324,PRO00113,SEL00003,CH03,1,23.08,3.56,19.52,11.95,1.87,0.3,3.99,21.34,BNPL,Seller-Fulfilled,Express,1.6,1,Completed,0,0.0
ORD0000008906,2024-11-28,CUS000564,PRO00257,SEL00291,CH03,4,445.52,36.12,409.4,255.27,39.18,6.13,5.99,370.08,BNPL,Seller-Fulfilled,Express,2.3,1,Completed,0,0.0
ORD0000008910,2024-09-01,CUS000442,PRO00762,SEL00051,CH03,1,48.73,2.15,46.58,32.75,4.02,0.3,5.99,48.25,Card,Seller-Fulfilled,Express,4.1,0,Completed,0,0.0
ORD0000008911,2024-10-23,CUS004670,PRO00674,SEL00060,CH02,1,86.0,6.78,79.22,59.0,7.47,0.72,0.0,71.03,PayPal,Seller-Fulfilled,Standard,3.7,1,Completed,0,0.0
ORD0000008914,2024-04-06,CUS001643,PRO00161,SEL00089,CH03,1,32.75,5.44,27.31,17.42,"3,12",0.42,2.99,26.76,Bank Transfer,Seller-Fulfilled,Standard,5.1,1,Completed,0,0.0
ORD0000008917,2024-03-16,CUS002120,PRO00506,SEL00345,CH01,3,120.18,13.09,107.09,61.81,17.71,1.23,3.99,92.14,BNPL,Platform-Fulfilled,Standard,4.7,1,Returned,0,0.0
ORD0000008921,2024-03-28,CUS000588,PRO00906,SEL00076,CH01,2,129.2,16.37,112.83,69.53,20.03,0.79,0.0,92.01,BNPL,Platform-Fulfilled,Standard,6.3,0,Completed,0,0.0
ORD0000008923,2024-11-24,CUS001013,PRO00192,SEL00221,CH04,2,83.64,22.96,60.68,41.49,0.73,0.37,3.99,63.57,PayPal,Seller-Fulfilled,Standard,1.9,1,Completed,0,0.0
ORD0000008931,2024-12-16,CUS005279,PRO00286,SEL00050,CH02,1,12.46,2.21,10.25,7.34,1.82,0.17,3.99,12.25,BNPL,Seller-Fulfilled,Express,1.2,1,Completed,0,0.0
ORD0000008933,2024-03-23,CUS005468,PRO00262,SEL00170,CH05,1,109.55,3.88,105.67,71.0,15.49,0.91,0.0,89.27,PayPal,Seller-Fulfilled,Express,1.7,1,Completed,0,0.0
ORD0000008934,2024-04-06,CUS005339,PRO00215,SEL00211,CH01,1,4.95,0.28,4.67,"3,24",0.75,0.04,3.99,7.87,Card,Seller-Fulfilled,Express,1.5,1,Completed,0,"0,00"
ORD0000008935,2024-04-28,CUS003284,PRO00131,SEL00201,CH05,1,30.49,0.06,30.43,22.09,2.86,0.22,0.0,27.35,Card,Platform-Fulfilled,Standard,7.2,0,Completed,0,0.0
ORD0000008942,2024-06-01,CUS002781,PRO00822,SEL00335,CH06,1,6.35,0.42,5.93,4.79,"0,76",0.07,3.99,9.09,BNPL,Platform-Fulfilled,Standard,2.2,1,Completed,0,0.0
ORD0000008945,2024-12-30,CUS001378,PRO00832,SEL00290,CH01,3,244.38,24.48,219.9,151.29,20.85,2.58,2.99,199.46,Cash on Delivery,Platform-Fulfilled,Standard,3.8,1,Completed,0,0.0
ORD0000008950,2024-08-06,CUS004769,PRO00565,SEL00358,CH04,2,218.86,1.16,217.7,138.37,17.26,3.7,2.99,199.73,Card,Platform-Fulfilled,Pickup Point,1.4,1,Completed,0,0.0
ORD0000008967,2024-09-30,CUS003385,PRO00405,SEL00326,CH01,3,216.27,15.78,200.49,117.26,2.91,3.27,0.0,194.31,Card,Seller-Fulfilled,Standard,2.2,1,Completed,0,0.0
ORD0000008977,2024-12-17,CUS003347,PRO00677,SEL00089,CH05,1,30.87,8.43,22.44,18.06,2.56,0.31,0.0,19.57,Bank Transfer,Platform-Fulfilled,Standard,5.2,1,Completed,0,0.0
ORD0000008982,2024-04-26,CUS006540,PRO00589,SEL00248,CH01,1,154.36,16.23,138.13,97.35,20.33,1.73,3.99,120.06,PayPal,Seller-Fulfilled,Express,1.7,1,Completed,0,0.0
ORD0000008983,2024-10-30,CUS005546,PRO00625,SEL00088,CH04,1,20.53,0.57,19.96,14.84,3.01,0.29,0.0,16.66,PayPal,Platform-Fulfilled,Standard,4.6,1,Completed,0,0.0
ORD0000008992,2024-10-27,CUS002976,PRO00029,SEL00098,CH02,1,115.87,14.35,101.52,68.49,6.81,1.36,3.99,97.34,Card,Platform-Fulfilled,Standard,7.8,0,Completed,0,0.0
ORD0000009001,2024-12-12,CUS004809,PRO00774,SEL00130,CH02,1,21.91,2.27,19.64,15.03,0.39,0.13,3.99,"23,11",Card,Platform-Fulfilled,Standard,3.9,1,Completed,0,0.0
ORD0000009004,2024-11-26,CUS005401,PRO00673,SEL00232,CH04,1,7.08,0.83,6.25,4.59,1.01,0.1,2.99,8.13,BNPL,Platform-Fulfilled,Standard,5.7,1,Completed,0,"0,00"
ORD0000009006,2024-09-21,CUS001707,PRO00601,SEL00185,CH01,1,117.92,16.85,101.07,75.02,15.78,1.41,3.99,87.87,Card,Seller-Fulfilled,Standard,2.2,1,Returned,1,67.59
ORD0000009009,2024-08-30,CUS001932,PRO00677,SEL00339,CH01,1,36.14,7.21,28.93,17.6,3.37,0.52,0.0,25.04,Card,Seller-Fulfilled,Standard,3.4,1,Returned,1,27.49
ORD0000009010,2024-08-19,CUS005598,PRO00726,SEL00335,CH01,1,39.75,2.93,36.82,30.95,4.69,0.59,0.0,31.54,Card,Platform-Fulfilled,Standard,4.6,1,Returned,0,0.0
ORD0000009012,2024-08-08,CUS006761,PRO00945,SEL00038,CH04,1,5.84,0.21,5.63,3.62,0.08,0.06,3.99,9.48,Card,Platform-Fulfilled,Express,3.3,0,Completed,0,"0,00"
ORD0000009013,2024-01-23,CUS007022,PRO00181,SEL00067,CH01,1,57.8,11.74,46.06,30.73,5.32,0.32,0.0,40.42,Card,Seller-Fulfilled,Express,3.1,0,Completed,0,0.0
ORD0000009018,2024-01-25,CUS001242,PRO00583,SEL00055,CH01,1,23.54,1.31,22.23,13.12,2.14,0.34,3.99,"23,74",BNPL,Seller-Fulfilled,Standard,4.6,1,Completed,0,0.0
ORD0000009020,2024-04-23,CUS006020,PRO00214,SEL00381,CH02,1,18.24,0.35,"17,89",10.52,0.14,0.16,0.0,17.59,Card,Platform-Fulfilled,Express,1.1,1,Completed,0,0.0
ORD0000009022,2024-04-10,CUS003932,PRO00323,SEL00321,CH01,1,155.82,3.52,152.3,119.89,25.22,1.93,5.99,131.14,PayPal,Seller-Fulfilled,Standard,2.5,1,Completed,0,0.0
ORD0000009028,2024-10-30,CUS004999,PRO00651,SEL00292,CH01,1,51.64,0.17,51.47,41.09,7.14,0.52,3.99,47.8,Card,Platform-Fulfilled,Express,1.9,1,Returned,0,0.0
ORD0000009032,2024-05-24,CUS005856,PRO00365,SEL00064,CH03,1,14.46,2.92,11.54,8.67,0.2,"0,14",0.0,11.2,Card,Seller-Fulfilled,Express,3.1,0,Completed,0,0.0
ORD0000009033,2024-06-02,CUS000844,PRO00854,SEL00191,CH01,2,8.0,0.76,7.24,5.57,0.44,0.09,0.0,6.71,Card,Seller-Fulfilled,Express,4.1,0,Completed,0,0.0
ORD0000009036,2024-04-21,CUS002434,PRO00663,SEL00179,CH02,2,20.02,2.35,17.67,"13,25","1,53",0.21,2.99,18.92,PayPal,Seller-Fulfilled,Standard,6.9,0,Completed,0,0.0
ORD0000009038,2024-02-24,CUS007034,PRO00914,SEL00274,CH03,1,98.16,12.54,85.62,51.56,0.67,1.4,0.0,"83,55",Card,Seller-Fulfilled,Standard,5.3,1,Returned,1,65.5
ORD0000009039,2024-11-24,CUS001649,PRO00979,SEL00353,CH01,2,155.22,18.13,137.09,92.57,10.43,1.87,0.0,124.79,Card,Seller-Fulfilled,Standard,6.1,0,Completed,0,0.0
ORD0000009044,2024-11-26,CUS004133,PRO00579,SEL00180,CH04,2,95.08,17.85,77.23,45.96,1.51,"0,67",0.0,75.05,Bank Transfer,Seller-Fulfilled,Standard,4.6,1,Completed,0,"0,00"
ORD0000009045,2024-01-23,CUS006097,PRO00146,SEL00082,CH05,2,32.04,0.37,31.67,23.39,4.64,0.39,0.0,26.64,BNPL,Platform-Fulfilled,Standard,5.4,1,Completed,0,0.0
ORD0000009046,2024-09-23,CUS000229,PRO00539,SEL00061,CH03,1,144.27,14.71,129.56,97.81,12.96,0.95,0.0,115.65,Card,Platform-Fulfilled,Express,2.4,1,Returned,1,123.16
ORD0000009052,2024-08-15,CUS006536,PRO00595,SEL00403,CH04,1,71.7,12.91,58.79,33.51,8.44,0.87,3.99,53.47,Card,Platform-Fulfilled,Express,1.9,1,Returned,1,34.91
ORD0000009057,2024-01-29,CUS003723,PRO00929,SEL00158,CH03,3,106.02,21.45,84.57,68.4,1.51,0.82,5.99,88.23,PayPal,Seller-Fulfilled,Standard,5.2,1,Returned,0,0.0
ORD0000009070,2024-04-07,CUS007039,PRO00378,SEL00148,CH02,1,21.97,0.61,21.36,14.72,"0,03",0.16,0.0,21.17,Card,Platform-Fulfilled,Standard,4.1,1,Completed,0,0.0
ORD0000009071,2024-04-04,CUS003027,PRO00683,SEL00297,CH05,1,23.46,2.87,20.59,12.68,1.48,0.22,5.99,24.88,PayPal,Platform-Fulfilled,Express,1.0,1,Completed,0,0.0
ORD0000009076,2024-08-08,CUS006491,PRO00901,SEL00178,CH01,2,17.96,3.46,14.5,8.73,1.12,0.26,0.0,13.12,Card,Seller-Fulfilled,Standard,4.6,1,Completed,0,0.0
ORD0000009078,2024-08-04,CUS006099,PRO00145,SEL00298,CH05,2,71.46,5.89,65.57,51.82,10.1,0.59,0.0,54.88,Card,Platform-Fulfilled,Pickup Point,3.2,1,Completed,0,0.0
ORD0000009079,2024-01-28,CUS006317,PRO00592,SEL00102,CH01,3,23.76,1.59,22.17,16.72,3.6,0.28,0.0,18.29,BNPL,Seller-Fulfilled,Standard,6.0,1,Completed,0,0.0
ORD0000009082,2024-11-30,CUS002362,PRO00142,SEL00230,CH05,1,18.89,2.19,16.7,11.49,2.99,0.18,0.0,13.53,Card,Platform-Fulfilled,Pickup Point,3.7,1,Completed,0,0.0
ORD0000009085,2024-12-29,CUS000397,PRO00654,SEL00164,CH03,1,49.06,7.52,41.54,33.94,6.73,0.56,0.0,34.25,Card,Platform-Fulfilled,Standard,7.4,0,Completed,0,0.0
ORD0000009086,2024-04-18,CUS004706,PRO00244,SEL00352,CH04,1,30.33,2.11,28.22,18.34,4.23,0.22,2.99,26.76,Card,Platform-Fulfilled,Standard,5.1,1,Completed,0,0.0
ORD0000009095,2024-01-10,CUS002609,PRO00269,SEL00369,CH06,1,33.84,5.71,28.13,21.32,3.44,"0,39",0.0,24.3,Card,Platform-Fulfilled,Standard,1.5,1,Completed,0,0.0
ORD0000009096,2024-07-06,CUS004200,PRO00868,SEL00006,CH06,1,15.98,1.48,14.5,9.06,2.37,0.17,5.99,17.95,Card,Platform-Fulfilled,Standard,2.4,1,Completed,0,0.0
ORD0000009097,2024-02-19,CUS004854,PRO00236,SEL00244,CH04,1,4.09,0.8,3.29,2.56,"0,40",0.04,3.99,6.84,Card,Seller-Fulfilled,Pickup Point,2.2,1,Completed,0,0.0
ORD0000009098,2024-06-28,CUS002836,PRO00234,SEL00277,CH02,1,33.65,6.16,27.49,19.98,1.91,0.47,3.99,29.1,Card,Platform-Fulfilled,Standard,2.6,1,Completed,0,0.0
ORD0000009099,2024-01-08,CUS001670,PRO00796,SEL00244,CH01,2,129.84,24.13,105.71,70.48,12.95,1.82,5.99,96.93,Card,Seller-Fulfilled,Standard,6.8,0,Cancelled,0,0.0
ORD0000009102,2024-08-06,CUS001714,PRO00958,SEL00390,CH03,2,31.12,3.01,28.11,20.21,4.26,0.44,0.0,"23,41",Card,Platform-Fulfilled,Standard,5.4,1,Completed,0,0.0
ORD0000009106,2024-11-26,CUS000135,PRO00862,SEL00246,CH03,2,18.1,4.62,13.48,9.51,0.19,"0,23",3.99,17.05,BNPL,Platform-Fulfilled,Standard,2.5,1,Completed,0,0.0
ORD0000009111,2024-09-07,CUS006298,PRO00040,SEL00419,CH04,1,5.16,0.21,4.95,3.2,0.09,0.05,0.0,4.81,BNPL,Platform-Fulfilled,Standard,4.3,1,Completed,0,0.0
ORD0000009112,2024-11-17,CUS003768,PRO00333,SEL00150,CH03,1,29.56,5.62,23.94,14.85,1.54,0.27,3.99,26.12,Card,Platform-Fulfilled,Standard,7.7,0,Completed,0,0.0
ORD0000009113,2024-07-25,CUS000506,PRO00851,SEL00294,CH01,1,34.86,0.78,34.08,23.84,2.16,0.3,2.99,34.61,Cash on Delivery,Seller-Fulfilled,Standard,6.5,0,Completed,0,0.0
ORD0000009122,2024-03-31,CUS004868,PRO00351,SEL00003,CH01,1,14.39,2.79,11.6,7.31,"1,11",0.15,0.0,10.34,PayPal,Seller-Fulfilled,Express,2.3,1,Completed,0,0.0
