SpendID,CampaignDate,CampaignID,ChannelID,Ad_Spend,AttributedRevenue,Conversions,AvgOrderValue,CPA,CVR
MKT000011170,09/01/2024,CMP00051,CH04,1721.76,871.14,0,71.06,1721.76,0.0001
MKT000011177,17/03/2024,CMP00097,CH06,1898.88,6307.09,24,113.06,79.12,0.0025
MKT000011178,11/04/2024,CMP00023,CH05,577.3,4743.34,22,71.25,26.24,0.0046
MKT000011185,31/07/2024,CMP00197,CH03,149.11,883.33,5,66.11,29.82,0.0037
MKT000011190,06/01/2024,CMP00222,CH06,1891.94,10051.47,22,67.05,86.0,0.0026
MKT000011193,14/11/2024,CMP00171,CH04,2635.05,6196.06,28,88.96,94.11,0.0027
MKT000011194,19/06/2024,CMP00002,CH04,1790.04,7381.19,44,76.29,40.68,0.009
MKT000011195,26/08/2024,CMP00262,CH06,630.95,921.14,3,88.65,210.32,0.0003
MKT000011197,25/10/2024,CMP00072,CH04,2753.9,7969.9,27,86.94,102.0,0.0028
MKT000011200,28/09/2024,CMP00229,CH04,620.78,5195.59,24,72.11,25.87,0.0017
MKT000011212,27/04/2024,CMP00228,CH01,2879.66,9805.37,31,100.11,92.89,0.0018
MKT000011214,11/08/2024,CMP00032,CH04,"1375,07",2713.25,12,104.15,114.59,0.01
MKT000011215,29/02/2024,CMP00123,CH06,1530.19,5757.29,26,94.87,58.85,0.0073
MKT000011218,30/08/2024,CMP00184,CH04,809.38,4144.49,19,86.06,42.6,0.0081
MKT000011222,08/03/2024,CMP00006,CH04,1487.77,1822.3,10,96.39,148.78,0.0007
MKT000011225,30/03/2024,CMP00263,CH04,1255.57,7942.14,33,68.54,38.05,0.004
MKT000011232,06/12/2024,CMP00036,CH03,251.61,4169.54,29,112.14,8.68,0.0018
MKT000011234,15/02/2024,CMP00179,CH02,424.26,3966.03,10,68.29,42.43,0.003
MKT000011235,08/03/2024,CMP00011,CH02,305.61,4134.57,18,109.44,16.98,0.0033
MKT000011239,04/02/2024,CMP00276,CH05,1659.88,4947.43,16,88.69,103.74,0.0093
MKT000011244,27/09/2024,CMP00172,CH03,506.89,3888.48,43,62.53,11.79,0.0056
MKT000011247,12/04/2024,CMP00014,CH03,308.22,2190.01,20,133.2,15.41,0.0013
MKT000011249,12/05/2024,CMP00172,CH03,364.05,3570.35,19,93.21,19.16,0.0042
MKT000011252,05/07/2024,CMP00156,CH06,3532.76,4795.13,21,93.08,168.23,0.0016
MKT000011253,10/04/2024,CMP00019,CH03,857.72,6758.96,35,70.05,24.51,0.0033
MKT000011255,29/08/2024,CMP00209,CH04,884.84,3778.03,17,96.78,52.05,0.0016
MKT000011257,29/10/2024,CMP00201,CH02,102.46,1037.84,3,80.27,34.15,0.0002
MKT000011260,17/04/2024,CMP00200,CH03,810.57,3052.85,19,94.53,42.66,0.0065
MKT000011263,11/09/2024,CMP00176,CH05,867.01,4629.67,22,85.54,39.41,0.0014
MKT000011272,27/09/2024,CMP00103,CH05,606.33,5438.5,24,96.7,25.26,0.0014
MKT000011277,10/09/2024,CMP00265,CH01,"3866,82",11155.87,40,72.05,96.67,0.0023
MKT000011278,18/08/2024,CMP00130,CH04,1440.98,5493.71,29,86.43,49.69,0.0022
MKT000011279,01/12/2024,CMP00231,CH01,380.87,2188.57,16,106.75,23.8,0.0019
MKT000011280,03/03/2024,CMP00004,CH05,1929.96,11670.92,59,106.24,32.71,0.0143
MKT000011286,25/12/2024,CMP00105,CH01,1265.02,7187.42,24,125.59,52.71,0.005
MKT000011293,20/04/2024,CMP00042,CH04,503.09,1810.46,5,71.37,100.62,0.0003
MKT000011298,30/12/2024,CMP00096,CH03,686.28,6377.45,59,86.49,11.63,0.0095
MKT000011303,27/12/2024,CMP00041,CH06,3609.98,9221.99,35,83.44,103.14,0.0027
MKT000011304,02/06/2024,CMP00039,CH04,1610.3,9699.42,55,103.06,29.28,0.013
MKT000011307,10/06/2024,CMP00258,CH03,405.37,4856.21,43,78.13,9.43,0.0151
MKT000011311,29/11/2024,CMP00265,CH01,3690.33,15440.78,79,101.01,46.71,0.0089
MKT000011312,25/04/2024,CMP00053,CH04,1674.86,4733.3,21,65.25,79.76,0.0073
MKT000011314,25/08/2024,CMP00208,CH01,1987.01,10804.57,42,63.67,47.31,0.0138
MKT000011315,25/11/2024,CMP00153,CH03,1059.69,10255.46,89,94.05,11.91,0.0129
MKT000011316,19/11/2024,CMP00278,CH01,2003.26,11762.85,40,123.14,50.08,0.0023
MKT000011320,22/11/2024,CMP00135,CH02,188.64,2310.79,14,90.82,13.47,0.0045
MKT000011325,26/03/2024,CMP00154,CH01,1233.64,6021.03,30,136.46,41.12,0.0023
MKT000011334,28/07/2024,CMP00265,CH01,980.53,3865.85,10,70.64,98.05,0.0014
MKT000011337,18/05/2024,CMP00004,CH05,1062.5,6031.7,37,97.25,28.72,0.0048
MKT000011342,07/04/2024,CMP00137,CH03,964.93,3470.98,16,88.75,60.31,0.0019
MKT000011347,02/10/2024,CMP00200,CH03,229.07,2833.82,24,95.79,9.54,0.0019
MKT000011351,20/12/2024,CMP00241,CH05,2657.28,15397.5,49,87.42,54.23,0.0055
MKT000011352,17/04/2024,CMP00276,CH05,2406.74,10256.91,51,84.37,47.19,0.0058
MKT000011354,14/02/2024,CMP00134,CH01,2139.36,14488.02,87,58.46,24.59,0.0361
MKT000011356,25/07/2024,CMP00083,CH05,3117.76,15176.13,67,70.71,46.53,0.0082
MKT000011357,23/12/2024,CMP00137,CH03,2958.25,16486.91,135,79.64,21.91,0.0094
MKT000011362,31/01/2024,CMP00165,CH01,1476.96,12124.69,43,66.83,34.35,0.0092
MKT000011363,26/11/2024,CMP00089,CH03,882.61,6650.55,70,120.03,12.61,0.0073
MKT000011366,16/07/2024,CMP00163,CH04,1099.83,3002.02,9,70.08,122.2,0.001
MKT000011367,07/05/2024,CMP00097,CH06,3661.83,7299.56,37,88.63,98.97,0.0088
MKT000011368,29/03/2024,CMP00011,CH02,197.37,1609.29,12,39.89,16.45,0.0014
MKT000011371,07/11/2024,CMP00197,CH03,327.36,944.27,7,123.38,46.77,0.0006
MKT000011374,15/12/2024,CMP00264,CH01,3270.66,7646.23,29,27.32,112.78,0.0019
MKT000011375,15/12/2024,CMP00052,CH04,3156.33,2642.27,12,99.25,263.03,0.001
MKT000011376,22/12/2024,CMP00190,CH06,622.94,1425.43,6,76.86,103.82,0.0008
MKT000011386,24/07/2024,CMP00032,CH04,1955.96,939.01,4,104.05,488.99,0.0006
MKT000011394,29/01/2024,CMP00278,CH01,1624.98,8759.2,49,74.14,33.16,0.016
MKT000011399,27/06/2024,CMP00010,CH01,5844.47,38110.58,212,102.26,27.57,0.0522
MKT000011407,23/08/2024,CMP00257,CH06,1241.11,3812.08,11,105.81,112.83,0.0006
MKT000011408,16/06/2024,CMP00130,CH04,941.0,3207.31,18,46.15,52.28,0.0013
MKT000011412,02/03/2024,CMP00229,CH04,896.73,2279.63,13,73.12,68.98,0.0012
MKT000011417,31/07/2024,CMP00055,CH03,401.94,2699.93,15,45.35,26.8,0.0032
MKT000011421,28/09/2024,CMP00146,CH01,1145.14,4041.74,13,110.17,88.09,0.0034
MKT000011425,10/08/2024,CMP00276,CH05,639.58,4000.27,15,86.15,42.64,0.0022
MKT000011429,01/02/2024,CMP00080,CH01,1420.76,6537.5,30,74.17,47.36,0.0018
MKT000011431,23/05/2024,CMP00147,CH01,1461.44,4535.33,24,70.23,60.89,0.0015
MKT000011433,13/10/2024,CMP00096,CH03,1204.92,2175.23,19,101.84,63.42,0.0016
MKT000011439,10/12/2024,CMP00023,CH05,2338.34,14598.02,88,76.27,26.57,0.0085
MKT000011440,21/12/2024,CMP00126,CH02,156.8,649.91,1,70.94,156.8,0.0002
MKT000011445,24/03/2024,CMP00203,CH02,778.36,7992.71,32,113.52,24.32,0.0061
MKT000011447,07/04/2024,CMP00225,CH02,177.38,2423.06,21,115.82,8.45,0.0016
MKT000011449,18/03/2024,CMP00168,CH01,772.58,3182.54,20,99.94,38.63,0.0035
MKT000011450,10/08/2024,CMP00183,CH02,224.03,696.4,3,92.52,74.68,0.0004
MKT000011451,02/09/2024,CMP00114,CH05,14186.66,95276.84,260,66.89,54.56,0.0163
MKT000011453,01/10/2024,CMP00135,CH02,102.94,1794.69,7,91.63,14.71,0.002
MKT000011457,10/03/2024,CMP00151,CH01,603.77,2225.09,14,114.52,43.13,0.0011
MKT000011460,18/08/2024,CMP00102,CH02,263.86,3290.47,19,92.21,13.89,0.0067
MKT000011462,03/10/2024,CMP00229,CH04,1982.48,8307.34,58,66.08,34.18,0.0033
MKT000011463,13/01/2024,CMP00220,CH04,1113.19,4523.93,32,83.43,34.79,0.0032
MKT000011464,15/11/2024,CMP00053,CH04,2649.1,6934.14,23,47.73,115.18,0.0019
MKT000011469,04/01/2024,CMP00178,CH01,4569.22,21485.04,89,75.98,51.34,0.0059
MKT000011471,28/06/2024,CMP00180,CH01,1789.71,7349.91,29,118.93,61.71,0.0055
MKT000011472,19/03/2024,CMP00178,CH01,443.71,1878.86,5,106.25,88.74,0.0007
MKT000011474,04/03/2024,CMP00090,CH03,464.95,2830.44,15,100.74,31.0,0.0064
MKT000011478,31/01/2024,CMP00265,CH01,3699.03,21265.32,112,121.36,33.03,0.0618
MKT000011479,14/06/2024,CMP00219,CH05,575.72,2620.21,12,96.66,47.98,0.0026
MKT000011485,15/12/2024,CMP00007,CH03,535.77,5577.76,27,65.55,19.84,0.0031
MKT000011494,08/06/2024,CMP00163,CH04,801.85,7248.48,35,83.29,22.91,0.0031
MKT000011498,26/02/2024,CMP00004,CH05,931.76,5572.01,29,89.95,32.13,0.0021
MKT000011502,02/01/2024,CMP00100,CH01,4865.62,22742.65,98,97.65,49.65,0.0122
MKT000011506,07/08/2024,CMP00248,CH01,3409.86,4130.71,15,82.51,227.32,0.0045
MKT000011509,30/03/2024,CMP00232,CH06,1209.59,7456.32,26,92.48,46.52,0.0041
MKT000011511,24/09/2024,CMP00016,CH01,6011.21,25407.93,123,82.58,48.87,0.0114
MKT000011514,14/06/2024,CMP00254,CH01,819.32,4548.83,15,105.26,54.62,0.0016
MKT000011529,01/10/2024,CMP00258,CH03,"1638,55",24052.46,108,83.98,15.17,0.04
MKT000011532,07/04/2024,CMP00061,CH01,1075.47,2701.29,19,138.17,56.6,0.0019
MKT000011539,14/12/2024,CMP00010,CH01,1833.93,8593.83,42,118.64,43.66,0.0024
MKT000011557,19/11/2024,CMP00061,CH01,1776.52,4732.82,39,96.72,45.55,0.0136
MKT000011559,17/01/2024,CMP00057,CH05,1519.06,10626.4,63,73.89,24.11,0.0259
MKT000011560,11/04/2024,CMP00107,CH05,1487.72,12392.85,81,80.83,18.37,0.0081
MKT000011563,26/04/2024,CMP00101,CH05,251.78,2148.79,18,54.43,13.99,0.0064
MKT000011565,02/10/2024,CMP00226,CH02,80.0,783.17,4,94.53,20.0,0.001
MKT000011566,07/03/2024,CMP00140,CH01,3283.08,13555.39,81,82.46,40.53,0.011
MKT000011571,31/05/2024,CMP00268,CH01,2551.41,5589.47,28,88.67,91.12,0.0037
MKT000011572,20/10/2024,CMP00062,CH02,594.54,6748.7,22,88.97,27.02,0.019
MKT000011575,19/11/2024,CMP00066,CH04,935.15,7532.8,31,91.54,30.17,0.0027
MKT000011576,06/09/2024,CMP00244,CH03,453.77,3541.5,24,115.3,18.91,0.0015
MKT000011578,17/05/2024,CMP00239,CH04,771.45,4030.11,13,78.12,59.34,0.0008
MKT000011593,07/04/2024,CMP00265,CH01,547.77,2560.92,15,74.33,36.52,0.0018
MKT000011596,15/04/2024,CMP00030,CH02,251.02,4788.89,25,124.16,10.04,0.0015
MKT000011597,15/04/2024,CMP00187,CH04,715.39,4418.86,27,87.58,26.5,0.0032
MKT000011599,24/11/2024,CMP00171,CH04,1205.63,2598.11,3,84.14,401.88,0.0008
MKT000011603,10/12/2024,CMP00239,CH04,1918.37,4933.77,19,87.47,100.97,0.0024
MKT000011606,17/02/2024,CMP00029,CH01,1040.94,5394.21,25,82.41,41.64,0.003
MKT000011609,11/05/2024,CMP00009,CH04,618.55,2530.49,9,85.01,68.73,0.0006
MKT000011612,13/12/2024,CMP00166,CH02,134.54,883.23,7,73.46,19.22,0.0007
MKT000011613,03/07/2024,CMP00010,CH01,1696.27,7111.09,32,65.68,53.01,0.0018
MKT000011617,07/03/2024,CMP00238,CH04,945.44,4174.22,28,91.95,33.77,0.0067
MKT000011618,11/04/2024,CMP00083,CH05,759.27,3010.01,21,120.06,36.16,0.0032
MKT000011619,20/07/2024,CMP00052,CH04,1294.09,3798.45,21,49.96,61.62,0.0013
MKT000011620,10/11/2024,CMP00088,CH01,396.35,1350.12,3,67.5,132.12,0.0002
MKT000011632,04/10/2024,CMP00242,CH06,5141.16,21039.97,83,90.58,61.94,0.005
MKT000011645,05/12/2024,CMP00047,CH05,6835.42,42785.18,171,68.25,39.97,0.0117
MKT000011646,31/07/2024,CMP00014,CH03,197.04,1506.92,12,88.01,16.42,0.0007
MKT000011650,24/08/2024,CMP00105,CH01,1595.35,3976.81,18,101.19,88.63,0.0035
MKT000011663,21/12/2024,CMP00153,CH03,2145.84,27473.8,152,89.17,14.12,0.0124
MKT000011665,28/12/2024,CMP00183,CH02,303.3,2065.56,13,104.82,23.33,0.0108
MKT000011672,02/04/2024,CMP00055,CH03,834.12,6650.97,49,92.18,17.02,0.0162
MKT000011673,05/08/2024,CMP00111,CH05,813.22,5557.04,23,66.01,35.36,0.0023
MKT000011676,13/11/2024,CMP00176,CH05,3448.29,21273.23,66,87.05,52.25,0.0107
MKT000011686,13/03/2024,CMP00063,CH02,80.0,431.73,0,109.59,80.0,0.0001
MKT000011687,17/09/2024,CMP00222,CH06,499.97,1576.81,4,58.74,124.99,0.0003
MKT000011688,24/05/2024,CMP00212,CH01,1215.23,2645.52,13,98.06,93.48,0.0009
MKT000011695,22/02/2024,CMP00005,CH06,791.09,1293.3,6,104.37,131.85,0.0014
MKT000011698,08/11/2024,CMP00268,CH01,953.49,2241.42,8,89.84,119.19,0.0009
MKT000011700,09/01/2024,CMP00112,CH01,1503.41,6147.06,33,82.93,45.56,0.0021
MKT000011702,23/10/2024,CMP00182,CH02,219.04,1028.36,1,87.24,219.04,0.0005
MKT000011707,09/10/2024,CMP00040,CH01,"1536,33",13690.84,78,68.84,19.7,0.0538
MKT000011714,22/05/2024,CMP00079,CH04,973.46,1960.33,6,84.72,162.24,0.0004
MKT000011718,05/09/2024,CMP00198,CH04,2036.02,11606.25,71,128.72,28.68,0.0071
MKT000011721,08/07/2024,CMP00083,CH05,307.5,693.76,3,79.4,102.5,0.0003
MKT000011723,21/04/2024,CMP00226,CH02,125.52,922.29,3,54.95,41.84,0.0002
MKT000011728,28/09/2024,CMP00102,CH02,235.17,1797.41,8,84.16,29.4,0.0011
MKT000011729,17/08/2024,CMP00216,CH03,550.47,6799.65,45,114.37,12.23,0.0054
MKT000011730,09/05/2024,CMP00254,CH01,1296.54,6953.31,38,58.0,34.12,0.0025
MKT000011738,16/11/2024,CMP00276,CH05,1806.24,17885.5,62,100.67,29.13,0.018
MKT000011740,08/02/2024,CMP00073,CH01,1364.14,4489.07,27,78.84,50.52,0.0033
MKT000011741,17/12/2024,CMP00109,CH05,3783.96,16658.14,69,80.6,54.84,0.0051
MKT000011742,12/04/2024,CMP00025,CH01,2088.92,5642.36,30,85.05,69.63,0.0028
MKT000011748,05/09/2024,CMP00194,CH05,4572.32,14250.29,84,85.11,54.43,0.0056
MKT000011750,12/04/2024,CMP00089,CH03,440.41,4769.51,29,116.14,15.19,0.0177
MKT000011753,25/05/2024,CMP00138,CH04,3008.33,13824.49,62,95.43,48.52,0.0062
MKT000011755,06/04/2024,CMP00086,CH03,336.63,3459.3,18,111.52,18.7,0.0026
MKT000011757,14/12/2024,CMP00016,CH01,1855.12,12190.45,64,70.94,28.99,0.0038
MKT000011762,13/12/2024,CMP00072,CH04,"6113,80",26255.52,135,92.95,45.29,0.0083
MKT000011772,21/04/2024,CMP00031,CH03,134.23,475.77,1,66.88,134.23,0.0001
MKT000011774,14/09/2024,CMP00152,CH01,4073.09,5908.97,36,73.94,113.14,0.0039
MKT000011775,26/05/2024,CMP00247,CH04,1886.39,4292.92,16,80.61,117.9,0.0028
MKT000011776,12/06/2024,CMP00009,CH04,2187.28,7096.59,36,67.67,60.76,0.0031
MKT000011778,26/06/2024,CMP00047,CH05,1058.13,4280.3,15,114.95,70.54,0.0009
MKT000011779,27/03/2024,CMP00101,CH05,1517.64,4679.38,17,57.63,89.27,0.0033
MKT000011780,15/04/2024,CMP00239,CH04,286.73,277.38,0,86.46,286.73,0.0001
MKT000011781,01/02/2024,CMP00082,CH06,1058.9,5351.75,36,95.27,29.41,0.0051
MKT000011783,09/06/2024,CMP00275,CH05,1081.64,6263.62,32,84.06,33.8,0.0033
MKT000011784,20/08/2024,CMP00108,CH01,2561.72,18246.32,71,68.78,36.08,0.0043
MKT000011785,30/11/2024,CMP00150,CH03,310.49,1392.78,7,85.76,44.36,0.0004
MKT000011787,14/06/2024,CMP00146,CH01,1391.86,1251.71,6,110.31,231.98,0.0014
MKT000011788,12/06/2024,CMP00130,CH04,6022.02,1770.25,8,79.44,752.75,0.0012
MKT000011795,12/08/2024,CMP00189,CH01,573.7,4266.95,16,94.18,35.86,0.004
MKT000011796,03/07/2024,CMP00123,CH06,1503.66,3272.11,11,65.75,136.7,0.0018
MKT000011798,03/03/2024,CMP00040,CH01,"572,69",1064.73,3,95.8,190.9,0.0002
MKT000011801,03/04/2024,CMP00102,CH02,682.52,4012.97,11,89.73,62.05,0.0008
MKT000011806,13/10/2024,CMP00067,CH05,662.88,3752.21,16,60.04,41.43,0.001
MKT000011808,28/06/2024,CMP00163,CH04,499.1,1892.39,5,65.2,99.82,0.0005
MKT000011810,12/06/2024,CMP00029,CH01,1316.85,5197.91,27,105.65,48.77,0.0019
MKT000011819,03/03/2024,CMP00236,CH05,1517.28,9596.15,45,86.54,33.72,0.0047
MKT000011822,15/04/2024,CMP00175,CH05,699.15,3072.62,22,59.07,31.78,0.002
MKT000011825,09/04/2024,CMP00218,CH01,1213.39,11892.68,47,78.6,25.82,0.0092
MKT000011827,28/12/2024,CMP00227,CH05,936.66,4062.18,16,114.71,58.54,0.001
MKT000011839,09/10/2024,CMP00036,CH03,374.9,3489.68,26,98.54,14.42,0.0021
MKT000011840,10/07/2024,CMP00117,CH02,"208,16",2096.08,4,56.53,52.04,0.0004
MKT000011842,16/06/2024,CMP00170,CH02,242.72,2070.63,8,84.77,30.34,0.0012
MKT000011845,08/03/2024,CMP00232,CH06,"3874,56",11057.71,38,84.62,101.96,0.0071
MKT000011847,05/02/2024,CMP00146,CH01,802.15,2955.88,12,79.11,66.85,0.0009
MKT000011848,03/06/2024,CMP00026,CH02,395.63,2911.32,17,82.37,23.27,0.0015
MKT000011850,31/07/2024,CMP00014,CH03,389.57,3603.91,23,69.82,16.94,0.0014
MKT000011854,03/07/2024,CMP00028,CH05,1194.78,6949.63,35,88.96,34.14,0.003
MKT000011855,24/01/2024,CMP00267,CH05,1358.51,3879.59,13,39.42,104.5,0.0008
MKT000011859,11/03/2024,CMP00086,CH03,233.47,1760.29,12,105.02,19.46,0.0008
MKT000011860,23/05/2024,CMP00257,CH06,1083.04,3561.12,12,128.54,90.25,0.0011
MKT000011867,01/11/2024,CMP00128,CH05,3102.59,35878.53,163,81.82,19.03,0.0721
MKT000011894,14/11/2024,CMP00082,CH06,10830.12,13024.15,43,60.49,251.86,0.0141
MKT000011900,26/06/2024,CMP00060,CH02,108.66,1078.42,3,84.25,36.22,0.0019
MKT000011901,26/10/2024,CMP00137,CH03,297.3,3716.99,21,82.95,14.16,0.0142
MKT000011903,23/09/2024,CMP00040,CH01,951.01,2860.38,12,86.33,79.25,0.011
MKT000011905,15/04/2024,CMP00059,CH05,2420.07,14597.88,58,45.37,41.73,0.0032
MKT000011907,03/06/2024,CMP00013,CH06,1583.02,1735.67,7,93.7,226.15,0.0009
MKT000011911,30/06/2024,CMP00264,CH01,"350,51",1299.54,3,99.02,116.84,0.0002
MKT000011913,07/05/2024,CMP00051,CH04,493.65,2102.97,7,92.77,70.52,0.0026
MKT000011914,05/08/2024,CMP00249,CH02,269.04,1196.57,7,92.51,38.43,0.0013
MKT000011923,26/04/2024,CMP00229,CH04,722.93,2055.69,3,102.92,240.98,0.0002
MKT000011925,12/12/2024,CMP00038,CH01,1316.9,1317.1,8,115.05,164.61,0.0022
MKT000011926,29/11/2024,CMP00140,CH01,1448.05,13911.12,44,71.15,32.91,0.0053
MKT000011930,30/04/2024,CMP00241,CH05,2884.43,13778.61,50,93.04,57.69,0.0033
MKT000011932,17/01/2024,CMP00122,CH06,2338.26,6192.27,18,85.53,129.9,0.0016
MKT000011935,03/05/2024,CMP00194,CH05,1321.94,2358.97,8,63.69,165.24,0.0008
MKT000011939,14/03/2024,CMP00026,CH02,"80,00",449.16,2,82.56,40.0,0.0001
MKT000011941,05/07/2024,CMP00157,CH01,936.98,1665.69,4,91.44,234.24,0.0004
MKT000011943,06/09/2024,CMP00045,CH05,612.51,994.3,3,87.81,204.17,0.0003
MKT000011952,10/09/2024,CMP00259,CH02,192.42,3911.47,14,55.1,13.74,0.0019
MKT000011955,02/02/2024,CMP00106,CH04,523.94,4004.75,12,58.96,43.66,0.0017
MKT000011957,19/09/2024,CMP00133,CH03,728.29,3815.27,22,115.3,33.1,0.0027
MKT000011960,15/02/2024,CMP00264,CH01,2952.44,17499.06,71,94.99,41.58,0.0112
MKT000011963,05/12/2024,CMP00059,CH05,1309.96,10420.78,55,87.62,23.82,0.0119
MKT000011967,09/05/2024,CMP00173,CH05,789.97,4577.3,17,66.18,46.47,0.0016
MKT000011974,27/12/2024,CMP00213,CH02,308.25,1141.11,2,71.06,154.13,0.0006
MKT000011982,20/12/2024,CMP00004,CH05,3144.73,11045.48,50,64.93,62.89,0.0194
MKT000011983,05/07/2024,CMP00240,CH03,1362.36,17016.13,106,78.1,12.85,0.008
MKT000011988,07/12/2024,CMP00189,CH01,2751.41,19600.07,144,104.41,19.11,0.0527
MKT000011990,10/06/2024,CMP00022,CH03,799.32,5835.56,39,95.25,20.5,0.005
MKT000011991,11/04/2024,CMP00055,CH03,364.51,5204.19,39,103.72,9.35,0.0036
MKT000011998,31/03/2024,CMP00265,CH01,644.73,3698.96,16,65.02,40.3,0.0015
MKT000012000,23/11/2024,CMP00166,CH02,119.53,918.07,5,103.23,23.91,0.0013
MKT000012003,13/01/2024,CMP00133,CH03,"1201,53",5687.4,37,72.44,32.47,0.0025
MKT000012004,23/07/2024,CMP00129,CH04,4944.01,28287.74,105,101.57,47.09,0.0158
MKT000012007,15/04/2024,CMP00107,CH05,1332.69,3809.54,13,89.25,102.51,0.0011
MKT000012008,03/12/2024,CMP00236,CH05,2104.41,1900.71,9,112.83,233.82,0.0009
MKT000012009,14/01/2024,CMP00204,CH04,2373.08,9605.05,43,109.53,55.19,0.017
MKT000012015,26/02/2024,CMP00118,CH01,1297.04,4278.93,20,112.08,64.85,0.0017
MKT000012016,06/08/2024,CMP00172,CH03,994.74,7012.53,26,96.35,38.26,0.0017
MKT000012022,16/08/2024,CMP00188,CH06,2326.82,5416.92,21,93.92,110.8,0.0025
MKT000012027,19/04/2024,CMP00223,CH04,727.62,4900.22,24,73.49,30.32,0.0044
MKT000012037,30/09/2024,CMP00110,CH06,2138.9,7358.2,21,76.61,101.85,0.0018
MKT000012047,24/12/2024,CMP00170,CH02,233.62,3434.11,11,74.1,21.24,0.0008
MKT000012049,25/06/2024,CMP00069,CH03,121.03,432.57,6,90.75,20.17,0.0008
MKT000012051,12/04/2024,CMP00144,CH04,584.65,1455.1,3,77.18,194.88,0.0012
MKT000012053,15/11/2024,CMP00085,CH01,3702.1,21976.01,123,106.57,30.1,0.01
MKT000012055,27/12/2024,CMP00219,CH05,654.37,6519.37,34,94.19,19.25,0.004
MKT000012058,07/01/2024,CMP00087,CH06,347.68,583.61,2,94.04,173.84,0.0006
MKT000012061,20/04/2024,CMP00203,CH02,295.07,2085.29,7,121.26,42.15,0.0006
MKT000012063,16/09/2024,CMP00244,CH03,2929.95,7865.64,61,98.96,48.03,0.0407
MKT000012068,30/05/2024,CMP00252,CH04,1291.33,4644.82,11,77.84,117.39,0.0046
MKT000012071,17/01/2024,CMP00203,CH02,269.73,2773.16,25,78.35,10.79,0.0017
MKT000012073,24/01/2024,CMP00279,CH01,2088.8,2708.07,11,104.11,189.89,0.0007
MKT000012075,16/04/2024,CMP00152,CH01,"589,36",4039.55,18,77.94,32.74,0.0031
MKT000012077,19/12/2024,CMP00218,CH01,"681,93",5909.45,22,86.49,31.0,0.0015
MKT000012079,29/12/2024,CMP00042,CH04,1353.23,10995.07,59,59.38,22.94,0.0414
MKT000012081,16/12/2024,CMP00118,CH01,4672.68,29495.91,153,72.9,30.54,0.0103
MKT000012083,21/02/2024,CMP00066,CH04,948.03,3162.48,10,69.23,94.8,0.0086
MKT000012086,27/11/2024,CMP00022,CH03,373.08,3650.77,34,75.05,10.97,0.0061
MKT000012090,23/08/2024,CMP00224,CH02,116.01,822.86,3,100.23,38.67,0.0003
MKT000012094,17/02/2024,CMP00080,CH01,740.12,2391.0,16,77.38,46.26,0.0009
MKT000012096,01/11/2024,CMP00275,CH05,2442.45,9803.82,38,90.31,64.28,0.0027
MKT000012097,05/06/2024,CMP00162,CH01,1432.26,7550.69,27,83.04,53.05,0.0015
MKT000012099,21/11/2024,CMP00096,CH03,436.15,2991.33,25,106.59,17.45,0.0042
MKT000012101,11/03/2024,CMP00056,CH04,2139.56,6217.02,33,82.7,64.84,0.0041
MKT000012103,15/09/2024,CMP00176,CH05,"673,50",6013.88,24,90.63,28.06,0.0017
MKT000012108,26/09/2024,CMP00238,CH04,1023.39,3396.14,14,79.71,73.1,0.0008
MKT000012112,06/04/2024,CMP00224,CH02,182.14,1929.98,11,70.51,16.56,0.0018
MKT000012113,26/11/2024,CMP00221,CH04,2428.82,4417.03,29,106.6,83.75,0.0022
MKT000012115,25/11/2024,CMP00112,CH01,1452.26,5443.24,13,66.02,111.71,0.0007
MKT000012117,28/07/2024,CMP00151,CH01,2582.78,9872.11,46,69.12,56.15,0.0431
MKT000012126,11/06/2024,CMP00158,CH06,1029.63,4060.65,12,112.17,85.8,0.0011
MKT000012127,30/11/2024,CMP00001,CH04,609.64,920.5,4,70.02,152.41,0.0004
MKT000012129,25/10/2024,CMP00229,CH04,662.76,2059.92,9,55.35,73.64,0.0029
MKT000012131,04/12/2024,CMP00073,CH01,1357.4,6574.3,38,72.89,35.72,0.0023
MKT000012132,03/03/2024,CMP00273,CH05,1431.18,7709.53,42,92.75,34.08,0.0226
MKT000012142,04/04/2024,CMP00219,CH05,1224.02,13551.67,54,65.55,22.67,0.0062
MKT000012151,20/09/2024,CMP00254,CH01,"1444,17",12847.97,76,72.12,19.0,0.005
MKT000012152,11/10/2024,CMP00204,CH04,521.78,2312.93,13,69.18,40.14,0.0133
MKT000012154,05/06/2024,CMP00096,CH03,1356.09,12827.82,76,96.09,17.84,0.0223
MKT000012156,20/11/2024,CMP00212,CH01,1768.05,15574.95,110,106.98,16.07,0.0082
MKT000012170,19/01/2024,CMP00014,CH03,226.36,1641.33,14,91.01,16.17,0.0036
MKT000012175,21/04/2024,CMP00142,CH06,"1388,39",2325.19,9,94.88,154.27,0.0007
MKT000012176,01/04/2024,CMP00003,CH03,1881.13,14413.02,98,96.27,19.2,0.007
MKT000012179,21/04/2024,CMP00273,CH05,1496.86,14675.45,52,109.36,28.79,0.0081
MKT000012181,03/02/2024,CMP00085,CH01,8996.99,51752.65,245,106.71,36.72,0.024
