OrderID,OrderDate,CustomerID,ProductID,SellerID,ChannelID,Quantity,GrossRevenue,DiscountAmount,NetRevenue,CostOfGoodsSold,PlatformFee,PaymentProcessingFee,ShippingFeeCharged,SellerPayout,PaymentMethod,FulfillmentType,ShippingMethod,DeliveryDays,OnTimeDeliveryFlag,OrderStatus,ReturnFlag,RefundAmount
ORD0000012209,2021-05-12,CUS000346,PRO00832,SEL00304,CH01,1,90.85,19.88,70.97,47.4,0.53,0.84,0.0,69.6,Card,Platform-Fulfilled,Pickup Point,3.7,1,Returned,1,22.85
ORD0000012210,2022-03-05,CUS004109,PRO00177,SEL00262,CH04,1,128.3,21.05,107.25,78.29,15.45,1.21,0.0,90.59,BNPL,Platform-Fulfilled,Standard,4.1,1,Completed,0,0.0
ORD0000012220,2022-06-11,CUS002287,PRO00190,SEL00162,CH04,2,150.32,16.2,134.12,94.09,2.43,1.31,0.0,130.38,Card,Seller-Fulfilled,Standard,5.5,1,Completed,0,0.0
ORD0000012221,2021-07-11,CUS006708,PRO00888,SEL00015,CH01,2,84.7,16.09,68.61,43.68,11.88,1.02,5.99,61.7,Card,Platform-Fulfilled,Standard,3.1,1,Completed,0,0.0
ORD0000012223,2021-07-06,CUS006984,PRO00837,SEL00203,CH04,1,34.71,7.2,27.51,18.29,4.38,0.41,5.99,28.71,BNPL,Platform-Fulfilled,Pickup Point,3.6,1,Returned,1,21.36
ORD0000012224,2022-07-03,CUS002340,PRO00459,SEL00406,CH03,2,56.16,10.55,45.61,29.95,7.89,0.52,2.99,40.19,Card,Platform-Fulfilled,Express,3.4,0,Completed,0,0.0
ORD0000012227,2021-11-16,CUS005810,PRO00024,SEL00190,CH02,3,138.9,22.43,116.47,78.18,13.69,1.6,5.99,107.17,Card,Platform-Fulfilled,Express,2.8,1,Completed,0,0.0
ORD0000012228,2021-10-08,CUS006886,PRO00471,SEL00166,CH01,2,39.96,0.92,39.04,26.72,0.46,0.54,3.99,42.03,BNPL,Seller-Fulfilled,Standard,4.9,1,Returned,1,16.68
ORD0000012231,2021-08-24,CUS002233,PRO00041,SEL00254,CH03,4,180.64,13.5,167.14,103.2,25.49,2.16,3.99,143.48,Card,Platform-Fulfilled,Pickup Point,2.8,1,Completed,0,0.0
ORD0000012232,2021-04-29,CUS002718,PRO00586,SEL00008,CH06,4,24.72,3.04,21.68,12.82,1.81,0.35,0.0,19.52,Card,Seller-Fulfilled,Express,3.0,1,Completed,0,0.0
ORD0000012234,2022-09-19,CUS007100,PRO00962,SEL00005,CH03,2,69.8,7.84,61.96,46.99,7.75,0.64,3.99,57.56,Card,Seller-Fulfilled,Express,1.4,1,Completed,0,0.0
ORD0000012237,2022-12-31,CUS004528,PRO00927,SEL00307,CH01,2,548.66,79.77,468.89,273.2,80.84,7.34,3.99,384.7,BNPL,Seller-Fulfilled,Standard,5.5,1,Completed,0,0.0
ORD0000012239,2022-12-16,CUS001279,PRO00838,SEL00114,CH01,1,33.04,2.75,30.29,17.44,3.57,0.29,2.99,29.42,PayPal,Seller-Fulfilled,Standard,7.2,0,Completed,0,0.0
ORD0000012245,2021-07-19,CUS005614,PRO00203,SEL00111,CH03,1,52.38,10.17,42.21,25.22,3.18,0.53,3.99,42.49,PayPal,Platform-Fulfilled,Express,2.5,1,Completed,0,0.0
ORD0000012247,2021-11-07,CUS000768,PRO00270,SEL00107,CH02,2,61.28,3.65,57.63,38.46,9.2,0.66,3.99,51.76,Cash on Delivery,Platform-Fulfilled,Standard,6.2,0,Completed,0,0.0
ORD0000012248,2021-09-03,CUS006355,PRO00917,SEL00330,CH04,1,6.97,0.62,6.35,4.8,1.01,0.11,5.99,11.22,Bank Transfer,Platform-Fulfilled,Pickup Point,4.8,1,Returned,0,0.0
ORD0000012254,2022-11-01,CUS000447,PRO00718,SEL00199,CH05,1,41.07,5.42,35.65,21.62,0.36,0.36,3.99,38.92,Card,Platform-Fulfilled,Express,3.0,1,Completed,0,0.0
ORD0000012257,2022-12-15,CUS004362,PRO00874,SEL00164,CH03,1,23.04,2.27,20.77,13.62,3.37,0.25,0.0,17.15,PayPal,Seller-Fulfilled,Express,2.0,1,Completed,0,0.0
ORD0000012258,2022-01-26,CUS001879,PRO00423,SEL00087,CH06,1,6.92,1.35,5.57,3.45,0.05,0.08,0.0,5.44,Card,Seller-Fulfilled,Pickup Point,4.2,1,Completed,0,0.0
ORD0000012260,2022-10-13,CUS002695,PRO00487,SEL00136,CH01,2,62.74,8.18,54.56,39.13,6.11,0.78,3.99,51.66,Card,Platform-Fulfilled,Standard,5.8,1,Completed,0,0.0
ORD0000012261,2022-02-05,CUS000294,PRO00377,SEL00045,CH01,1,24.07,3.69,20.38,13.6,2.86,0.26,5.99,23.25,Card,Platform-Fulfilled,Express,1.7,1,Completed,0,0.0
ORD0000012265,2022-11-29,CUS002726,PRO00743,SEL00370,CH04,3,26.91,3.93,22.98,16.94,0.37,0.15,0.0,22.46,Card,Platform-Fulfilled,Express,1.7,1,Completed,0,0.0
ORD0000012267,2022-01-20,CUS002342,PRO00075,SEL00112,CH01,1,61.45,6.63,54.82,33.0,0.55,0.58,0.0,53.69,Card,Platform-Fulfilled,Standard,6.5,0,Completed,0,0.0
ORD0000012268,2022-02-19,CUS002256,PRO00845,SEL00294,CH03,1,294.11,35.78,258.33,177.36,16.4,3.26,2.99,241.66,Cash on Delivery,Seller-Fulfilled,Standard,5.9,1,Completed,0,0.0
ORD0000012270,2021-11-27,CUS001442,PRO00853,SEL00110,CH03,1,61.84,10.67,51.17,33.09,4.47,0.62,0.0,46.08,BNPL,Seller-Fulfilled,Standard,7.1,0,Completed,0,0.0
ORD0000012272,2022-12-16,CUS006145,PRO00597,SEL00280,CH03,2,518.66,73.32,445.34,291.26,28.81,6.31,3.99,414.21,Card,Seller-Fulfilled,Express,2.1,1,Completed,0,0.0
ORD0000012274,2022-12-09,CUS003823,PRO00219,SEL00360,CH05,2,25.98,6.54,19.44,15.72,2.91,0.22,3.99,20.3,PayPal,Platform-Fulfilled,Express,3.6,0,Completed,0,0.0
ORD0000012275,2022-11-07,CUS000513,PRO00479,SEL00158,CH02,1,25.85,4.59,21.26,14.11,0.38,0.2,0.0,20.68,Card,Seller-Fulfilled,Pickup Point,1.1,1,Completed,0,0.0
ORD0000012276,2022-05-02,CUS003460,PRO00752,SEL00064,CH04,1,28.58,6.1,22.48,16.0,0.39,0.31,5.99,27.77,Card,Platform-Fulfilled,Express,3.6,0,Completed,0,0.0
ORD0000012280,2022-03-18,CUS000728,PRO00882,SEL00311,CH03,2,302.74,34.4,268.34,198.17,23.61,2.99,0.0,241.74,BNPL,Seller-Fulfilled,Standard,5.7,1,Completed,0,0.0
ORD0000012282,2021-04-30,CUS004636,PRO00867,SEL00078,CH03,2,15.28,1.27,14.01,8.11,0.17,0.09,2.99,16.74,BNPL,Seller-Fulfilled,Express,1.0,1,Completed,0,0.0
ORD0000012284,2022-02-18,CUS000770,PRO00044,SEL00118,CH06,1,8.4,1.5,6.9,4.79,0.87,0.08,3.99,9.94,BNPL,Platform-Fulfilled,Standard,4.8,1,Returned,1,2.76
ORD0000012285,2021-10-10,CUS005653,PRO00744,SEL00042,CH01,4,38.16,0.43,37.73,23.62,4.59,0.56,5.99,38.57,Card,Platform-Fulfilled,Pickup Point,4.8,1,Completed,0,0.0
ORD0000012286,2021-01-28,CUS004077,PRO00086,SEL00011,CH02,1,20.67,1.47,19.2,10.75,0.31,0.3,2.99,21.58,Card,Platform-Fulfilled,Express,1.4,1,Completed,0,0.0
ORD0000012287,2021-01-13,CUS000865,PRO00668,SEL00364,CH05,2,115.2,5.14,110.06,77.73,11.53,1.65,3.99,100.87,Card,Platform-Fulfilled,Standard,4.7,1,Completed,0,0.0
ORD0000012288,2022-07-03,CUS001115,PRO00979,SEL00313,CH05,1,72.94,14.53,58.41,32.84,0.23,0.76,0.0,57.42,Card,Seller-Fulfilled,Express,3.1,0,Completed,0,0.0
ORD0000012289,2022-06-14,CUS000746,PRO00599,SEL00408,CH05,2,124.18,14.67,109.51,66.62,1.16,1.68,3.99,110.66,PayPal,Platform-Fulfilled,Standard,5.8,1,Completed,0,0.0
ORD0000012290,2022-08-11,CUS004352,PRO00683,SEL00037,CH05,1,22.85,3.49,19.36,13.02,0.24,0.25,0.0,18.87,BNPL,Platform-Fulfilled,Standard,4.8,1,Completed,0,0.0
ORD0000012292,2021-12-17,CUS006635,PRO00625,SEL00208,CH06,1,23.72,0.95,22.77,17.66,2.17,0.18,0.0,20.42,BNPL,Platform-Fulfilled,Standard,4.2,1,Completed,0,0.0
ORD0000012293,2022-04-20,CUS003909,PRO00716,SEL00094,CH02,2,190.78,0.98,189.8,138.8,26.34,1.16,3.99,166.29,Card,Seller-Fulfilled,Standard,5.4,1,Completed,0,0.0
ORD0000012294,2021-08-04,CUS004705,PRO00793,SEL00001,CH01,3,301.89,6.7,295.19,199.16,52.22,2.34,5.99,246.62,Card,Seller-Fulfilled,Standard,5.3,1,Completed,0,0.0
ORD0000012298,2021-07-28,CUS003540,PRO00735,SEL00203,CH04,1,38.24,5.79,32.45,22.71,5.17,0.27,0.0,27.01,Card,Seller-Fulfilled,Standard,3.2,1,Completed,0,0.0
ORD0000012303,2022-07-08,CUS006636,PRO00005,SEL00105,CH03,1,15.72,2.84,12.88,8.5,1.15,0.14,0.0,11.59,Bank Transfer,Seller-Fulfilled,Standard,5.6,1,Completed,0,0.0
ORD0000012305,2022-05-09,CUS004227,PRO00666,SEL00007,CH01,1,11.33,1.83,9.5,7.87,0.59,0.07,0.0,8.84,Card,Seller-Fulfilled,Standard,5.4,1,Completed,0,0.0
ORD0000012307,2022-05-16,CUS004941,PRO00280,SEL00383,CH01,1,168.01,5.47,162.54,118.7,23.63,2.33,5.99,142.57,Bank Transfer,Seller-Fulfilled,Express,3.0,1,Returned,1,67.96
ORD0000012308,2021-03-24,CUS002157,PRO00546,SEL00072,CH02,1,125.26,1.4,123.86,83.89,2.16,2.01,0.0,119.69,Cash on Delivery,Seller-Fulfilled,Standard,4.6,1,Completed,0,0.0
ORD0000012312,2022-11-19,CUS001912,PRO00064,SEL00183,CH04,1,13.55,0.99,12.56,7.64,0.21,0.11,0.0,12.24,PayPal,Platform-Fulfilled,Standard,4.3,1,Completed,0,0.0
ORD0000012317,2021-05-04,CUS002415,PRO00734,SEL00109,CH02,4,169.36,16.93,152.43,99.0,22.38,2.56,3.99,131.48,BNPL,Seller-Fulfilled,Express,1.4,1,Completed,0,0.0
ORD0000012319,2021-04-28,CUS004214,PRO00095,SEL00391,CH03,1,37.38,4.59,32.79,24.4,2.29,0.34,0.0,30.16,Card,Seller-Fulfilled,Express,1.1,1,Completed,0,0.0
ORD0000012324,2022-10-07,CUS004940,PRO00339,SEL00053,CH01,2,6.8,0.59,6.21,4.35,0.91,0.09,0.0,5.21,BNPL,Seller-Fulfilled,Standard,4.8,1,Completed,0,0.0
ORD0000012325,2022-02-02,CUS000395,PRO00328,SEL00146,CH04,1,48.19,7.34,40.85,31.85,4.16,0.72,0.0,35.97,BNPL,Seller-Fulfilled,Pickup Point,5.4,1,Completed,0,0.0
ORD0000012327,2022-01-07,CUS000053,PRO00228,SEL00304,CH06,2,104.32,19.22,85.1,61.69,0.63,0.6,2.99,86.86,BNPL,Platform-Fulfilled,Pickup Point,5.1,1,Returned,0,0.0
ORD0000012331,2021-06-13,CUS006526,PRO00973,SEL00191,CH01,2,152.56,26.55,126.01,96.41,7.6,1.0,5.99,123.4,BNPL,Platform-Fulfilled,Standard,7.3,0,Returned,0,0.0
ORD0000012332,2022-12-13,CUS006616,PRO00227,SEL00063,CH01,1,23.43,6.08,17.35,9.2,1.15,0.21,5.99,21.98,Card,Platform-Fulfilled,Standard,4.9,1,Completed,0,0.0
ORD0000012336,2022-08-28,CUS006426,PRO00013,SEL00017,CH04,2,39.08,4.05,35.03,25.61,0.34,0.22,0.0,34.47,PayPal,Seller-Fulfilled,Standard,4.5,1,Completed,0,0.0
ORD0000012337,2021-07-22,CUS002580,PRO00036,SEL00219,CH02,2,103.88,18.11,85.77,55.98,9.52,1.01,3.99,79.23,Cash on Delivery,Seller-Fulfilled,Standard,3.4,1,Completed,0,0.0
ORD0000012338,2021-12-12,CUS004951,PRO00898,SEL00064,CH01,2,29.56,6.5,23.06,18.38,0.4,0.3,3.99,26.35,Bank Transfer,Platform-Fulfilled,Pickup Point,3.8,1,Completed,0,0.0
ORD0000012339,2021-07-18,CUS000154,PRO00532,SEL00001,CH05,1,16.83,3.5,13.33,8.83,2.36,0.23,2.99,13.73,Card,Seller-Fulfilled,Standard,3.8,1,Completed,0,0.0
ORD0000012343,2021-05-09,CUS004303,PRO00114,SEL00384,CH04,2,34.44,5.41,29.03,19.21,2.01,0.38,5.99,32.63,PayPal,Seller-Fulfilled,Standard,5.2,1,Completed,0,0.0
ORD0000012344,2022-08-18,CUS005928,PRO00590,SEL00099,CH01,1,10.43,0.26,10.17,6.48,0.67,0.18,0.0,9.32,BNPL,Seller-Fulfilled,Express,0.9,1,Completed,0,0.0
ORD0000012345,2021-10-07,CUS004896,PRO00871,SEL00392,CH05,2,57.02,8.91,48.11,31.44,6.37,0.58,2.99,44.15,Card,Seller-Fulfilled,Express,2.7,1,Returned,0,0.0
ORD0000012348,2021-11-29,CUS001202,PRO00232,SEL00338,CH03,2,188.94,42.66,146.28,87.99,11.21,1.06,3.99,138.0,Card,Seller-Fulfilled,Standard,4.7,1,Completed,0,0.0
ORD0000012352,2022-03-02,CUS001159,PRO00597,SEL00001,CH02,2,543.28,91.81,451.47,292.95,79.87,4.06,3.99,371.53,Card,Platform-Fulfilled,Standard,4.2,1,Returned,1,338.83
ORD0000012353,2021-04-28,CUS006111,PRO00380,SEL00161,CH03,2,66.98,6.9,60.08,38.02,4.01,0.93,5.99,61.13,Bank Transfer,Seller-Fulfilled,Express,3.1,0,Completed,0,0.0
ORD0000012354,2022-09-27,CUS004721,PRO00793,SEL00245,CH01,1,94.03,20.05,73.98,56.03,0.84,0.7,0.0,72.44,PayPal,Seller-Fulfilled,Standard,2.6,1,Completed,0,0.0
ORD0000012356,2021-11-10,CUS001033,PRO00019,SEL00263,CH01,2,87.42,3.91,83.51,56.59,6.52,1.37,5.99,81.61,Card,Platform-Fulfilled,Standard,5.6,1,Completed,0,0.0
ORD0000012357,2021-11-07,CUS004625,PRO00191,SEL00376,CH01,2,37.62,10.14,27.48,17.3,2.13,0.47,3.99,28.87,Card,Platform-Fulfilled,Express,4.2,0,Completed,0,0.0
ORD0000012358,2022-06-11,CUS001329,PRO00087,SEL00202,CH06,1,12.3,0.84,11.46,7.81,0.89,0.19,0.0,10.38,Card,Platform-Fulfilled,Standard,6.0,1,Completed,0,0.0
ORD0000012360,2021-12-11,CUS002298,PRO00642,SEL00308,CH01,1,56.04,13.17,42.87,33.29,4.45,0.61,0.0,37.81,BNPL,Platform-Fulfilled,Standard,3.8,1,Completed,0,0.0
ORD0000012361,2022-11-19,CUS002717,PRO00111,SEL00191,CH03,1,23.78,7.05,16.73,10.93,1.01,0.1,2.99,18.61,PayPal,Seller-Fulfilled,Standard,7.0,0,Returned,0,0.0
ORD0000012363,2022-05-02,CUS000677,PRO00455,SEL00299,CH01,1,9.53,0.76,8.77,5.2,0.66,0.09,3.99,12.01,PayPal,Seller-Fulfilled,Standard,5.0,1,Returned,0,0.0
ORD0000012366,2021-02-21,CUS004269,PRO00506,SEL00259,CH03,3,123.33,8.68,114.65,81.27,9.02,1.06,0.0,104.57,Card,Seller-Fulfilled,Standard,3.9,1,Completed,0,0.0
ORD0000012371,2022-03-03,CUS001351,PRO00062,SEL00238,CH03,3,30.57,4.59,25.98,15.9,1.79,0.2,3.99,27.98,Card,Platform-Fulfilled,Standard,10.5,0,Completed,0,0.0
ORD0000012374,2021-09-24,CUS001212,PRO00777,SEL00043,CH04,3,71.04,9.25,61.79,41.39,10.01,1.05,0.0,50.73,Card,Seller-Fulfilled,Express,0.8,1,Completed,0,0.0
ORD0000012377,2022-07-23,CUS005007,PRO00170,SEL00178,CH01,2,36.88,7.1,29.78,19.81,2.3,0.35,2.99,30.12,Card,Seller-Fulfilled,Express,2.3,1,Completed,0,0.0
ORD0000012380,2022-03-17,CUS005408,PRO00055,SEL00376,CH02,1,59.39,0.76,58.63,43.51,4.54,0.89,0.0,53.2,Card,Platform-Fulfilled,Standard,2.6,1,Completed,0,0.0
ORD0000012383,2022-07-01,CUS002782,PRO00912,SEL00338,CH03,2,117.72,1.23,116.49,69.74,8.92,0.75,3.99,110.81,Card,Seller-Fulfilled,Standard,3.3,1,Completed,0,0.0
ORD0000012384,2021-01-31,CUS001703,PRO00915,SEL00056,CH04,1,9.93,1.91,8.02,4.7,0.12,0.07,3.99,11.82,Card,Platform-Fulfilled,Standard,6.2,0,Completed,0,0.0
ORD0000012389,2021-03-19,CUS004521,PRO00261,SEL00321,CH05,1,10.8,2.3,8.5,6.7,1.41,0.15,0.0,6.94,Card,Platform-Fulfilled,Standard,3.8,1,Completed,0,0.0
ORD0000012393,2022-03-14,CUS003344,PRO00065,SEL00278,CH03,2,76.86,14.13,62.73,44.63,5.27,1.01,3.99,60.44,BNPL,Seller-Fulfilled,Express,3.9,0,Completed,0,0.0
ORD0000012395,2022-12-30,CUS005347,PRO00832,SEL00352,CH06,2,173.9,24.92,148.98,78.25,22.33,1.8,0.0,124.85,Card,Seller-Fulfilled,Pickup Point,4.1,1,Returned,0,0.0
ORD0000012398,2021-12-27,CUS000761,PRO00693,SEL00006,CH06,1,39.65,9.3,30.35,19.65,4.95,0.41,3.99,28.98,Bank Transfer,Seller-Fulfilled,Standard,4.0,1,Completed,0,0.0
ORD0000012399,2022-02-03,CUS001967,PRO00479,SEL00242,CH02,1,25.59,4.47,21.12,14.49,1.4,0.24,2.99,22.47,Card,Seller-Fulfilled,Standard,4.8,1,Completed,0,0.0
ORD0000012401,2021-11-08,CUS002677,PRO00270,SEL00407,CH03,2,53.94,8.2,45.74,35.39,0.75,0.81,0.0,44.18,BNPL,Seller-Fulfilled,Standard,5.6,1,Completed,0,0.0
ORD0000012404,2022-10-04,CUS004493,PRO00463,SEL00203,CH01,2,1506.46,322.91,1183.55,811.16,188.42,10.68,0.0,984.45,Card,Seller-Fulfilled,Standard,5.8,1,Completed,0,0.0
ORD0000012405,2022-11-11,CUS001406,PRO00267,SEL00127,CH02,2,47.32,7.36,39.96,26.0,0.11,0.65,2.99,42.19,Card,Seller-Fulfilled,Standard,4.9,1,Completed,0,0.0
ORD0000012410,2021-01-11,CUS003105,PRO00435,SEL00204,CH03,1,92.33,6.04,86.29,53.1,9.03,0.54,0.0,76.72,Cash on Delivery,Seller-Fulfilled,Express,2.6,1,Completed,0,0.0
ORD0000012413,2022-04-24,CUS001563,PRO00438,SEL00120,CH06,1,37.6,7.7,29.9,19.07,2.32,0.36,0.0,27.22,Card,Seller-Fulfilled,Standard,5.2,1,Completed,0,0.0
ORD0000012414,2021-04-10,CUS002824,PRO00039,SEL00313,CH05,2,67.22,1.47,65.75,44.07,0.26,0.98,2.99,67.5,Card,Platform-Fulfilled,Standard,6.2,0,Completed,0,0.0
ORD0000012415,2021-08-12,CUS003599,PRO00176,SEL00367,CH04,1,111.91,16.47,95.44,58.22,0.54,1.55,0.0,93.35,PayPal,Platform-Fulfilled,Standard,6.6,0,Completed,0,0.0
ORD0000012418,2022-07-23,CUS002381,PRO00220,SEL00323,CH01,1,146.09,26.68,119.41,69.08,21.4,0.9,0.0,97.11,BNPL,Seller-Fulfilled,Standard,7.6,0,Completed,0,0.0
ORD0000012419,2021-09-24,CUS003921,PRO00091,SEL00156,CH01,1,160.88,23.17,137.71,100.32,19.95,2.27,3.99,119.48,PayPal,Seller-Fulfilled,Express,2.3,1,Completed,0,0.0
ORD0000012420,2022-04-05,CUS006791,PRO00627,SEL00407,CH01,2,23.28,1.94,21.34,14.37,0.35,0.38,0.0,20.61,Card,Platform-Fulfilled,Standard,5.1,1,Completed,0,0.0
ORD0000012425,2022-12-31,CUS004500,PRO00678,SEL00414,CH04,1,6.39,1.18,5.21,3.4,0.09,0.03,3.99,9.08,BNPL,Seller-Fulfilled,Express,2.2,1,Completed,0,0.0
ORD0000012427,2021-01-27,CUS000530,PRO00187,SEL00260,CH05,2,54.0,2.69,51.31,29.8,8.98,0.51,0.0,41.82,BNPL,Platform-Fulfilled,Standard,4.7,1,Completed,0,0.0
ORD0000012429,2021-07-15,CUS006198,PRO00599,SEL00038,CH04,1,54.5,11.79,42.71,28.89,0.58,0.67,3.99,45.45,Card,Platform-Fulfilled,Pickup Point,3.7,1,Completed,0,0.0
ORD0000012430,2022-03-07,CUS005934,PRO00448,SEL00066,CH04,2,94.58,11.66,82.92,59.24,12.97,1.24,3.99,72.7,Card,Seller-Fulfilled,Standard,3.6,1,Completed,0,0.0
ORD0000012431,2021-03-01,CUS002675,PRO00673,SEL00228,CH01,1,10.72,0.21,10.51,6.34,0.98,0.08,0.0,9.45,Card,Platform-Fulfilled,Standard,5.2,1,Completed,0,0.0
ORD0000012432,2022-02-24,CUS004481,PRO00479,SEL00106,CH01,2,42.82,3.13,39.69,24.53,6.73,0.37,3.99,36.58,BNPL,Seller-Fulfilled,Standard,4.0,1,Returned,1,38.77
ORD0000012433,2021-09-17,CUS000804,PRO00523,SEL00224,CH01,1,39.69,2.01,37.68,26.11,5.56,0.3,2.99,34.81,Card,Seller-Fulfilled,Standard,4.1,1,Returned,1,27.77
ORD0000012438,2022-03-14,CUS004312,PRO00430,SEL00400,CH05,1,18.34,2.86,15.48,12.37,2.08,0.25,0.0,13.15,Card,Platform-Fulfilled,Express,2.0,1,Completed,0,0.0
ORD0000012439,2021-09-17,CUS002600,PRO00637,SEL00409,CH01,1,12.77,2.28,10.49,6.53,1.32,0.14,0.0,9.03,Card,Seller-Fulfilled,Standard,5.2,1,Completed,0,0.0
ORD0000012442,2021-09-11,CUS000752,PRO00538,SEL00379,CH03,1,23.0,2.33,20.67,12.07,1.79,0.24,0.0,18.64,Card,Seller-Fulfilled,Standard,3.2,1,Completed,0,0.0
ORD0000012444,2022-08-25,CUS003079,PRO00028,SEL00401,CH01,1,41.59,7.02,34.57,26.2,2.25,0.26,2.99,35.05,BNPL,Seller-Fulfilled,Express,1.6,1,Completed,0,0.0
ORD0000012446,2021-11-23,CUS002233,PRO00817,SEL00378,CH01,1,14.32,2.76,11.56,7.02,1.25,0.08,5.99,16.22,Card,Platform-Fulfilled,Standard,4.6,1,Returned,0,0.0
ORD0000012450,2022-04-22,CUS001045,PRO00904,SEL00023,CH01,2,35.78,0.84,34.94,20.76,2.7,0.23,5.99,38.0,PayPal,Platform-Fulfilled,Express,0.8,1,Cancelled,0,0.0
ORD0000012451,2022-07-03,CUS001657,PRO00213,SEL00191,CH06,1,64.22,3.84,60.38,41.46,3.64,0.82,5.99,61.91,Card,Platform-Fulfilled,Standard,8.9,0,Completed,0,0.0
ORD0000012455,2021-01-01,CUS000171,PRO00283,SEL00227,CH04,3,73.08,7.87,65.21,39.84,6.77,0.66,0.0,57.78,Card,Seller-Fulfilled,Standard,5.4,1,Completed,0,0.0
ORD0000012457,2021-01-31,CUS005240,PRO00789,SEL00148,CH03,1,13.81,2.55,11.26,6.6,0.02,0.18,0.0,11.06,Card,Seller-Fulfilled,Standard,5.2,1,Completed,0,0.0
ORD0000012461,2022-05-21,CUS001310,PRO00355,SEL00416,CH03,2,21.04,2.43,18.61,13.81,2.91,0.33,3.99,19.36,Bank Transfer,Seller-Fulfilled,Standard,6.0,1,Returned,1,15.62
ORD0000012463,2021-03-12,CUS005009,PRO00764,SEL00126,CH02,3,19.62,4.15,15.47,9.29,2.02,0.1,2.99,16.34,Card,Seller-Fulfilled,Standard,5.4,1,Cancelled,0,0.0
ORD0000012467,2022-01-04,CUS001025,PRO00276,SEL00296,CH02,1,11.23,1.64,9.59,5.94,1.39,0.14,3.99,12.05,Card,Seller-Fulfilled,Standard,6.4,0,Completed,0,0.0
ORD0000012468,2021-10-07,CUS003060,PRO00882,SEL00336,CH03,1,134.65,21.59,113.06,83.96,18.58,1.49,0.0,92.99,Card,Platform-Fulfilled,Pickup Point,2.4,1,Completed,0,0.0
ORD0000012470,2021-03-21,CUS005212,PRO00544,SEL00001,CH05,1,5.48,1.05,4.43,2.65,0.78,0.07,2.99,6.57,Bank Transfer,Platform-Fulfilled,Pickup Point,2.2,1,Completed,0,0.0
ORD0000012473,2022-10-05,CUS001077,PRO00443,SEL00196,CH04,1,52.28,3.63,48.65,28.62,6.53,0.79,0.0,41.33,Card,Platform-Fulfilled,Standard,3.4,1,Completed,0,0.0
ORD0000012476,2022-01-17,CUS004484,PRO00755,SEL00294,CH01,1,114.26,18.84,95.42,72.88,6.06,1.38,3.99,91.97,Card,Platform-Fulfilled,Standard,6.0,1,Returned,0,0.0
ORD0000012477,2021-11-26,CUS000094,PRO00190,SEL00162,CH04,1,56.28,11.64,44.64,25.23,0.81,0.5,3.99,47.32,Cash on Delivery,Platform-Fulfilled,Standard,6.8,0,Completed,0,0.0
ORD0000012478,2021-10-03,CUS005173,PRO00621,SEL00231,CH03,2,117.4,13.89,103.51,68.61,17.51,0.69,5.99,91.3,Card,Seller-Fulfilled,Standard,5.4,1,Returned,1,81.72
ORD0000012479,2021-12-03,CUS004454,PRO00546,SEL00354,CH03,2,253.2,65.45,187.75,143.4,23.96,2.29,0.0,161.5,Card,Platform-Fulfilled,Express,2.2,1,Completed,0,0.0
ORD0000012480,2021-06-06,CUS003720,PRO00127,SEL00009,CH04,3,212.34,31.02,181.32,138.33,13.64,1.61,2.99,169.06,BNPL,Seller-Fulfilled,Express,2.3,1,Completed,0,0.0
ORD0000012481,2022-10-21,CUS006181,PRO00638,SEL00255,CH06,1,145.35,23.39,121.96,85.03,0.35,1.41,3.99,124.19,Card,Platform-Fulfilled,Standard,4.1,1,Completed,0,0.0
ORD0000012482,2022-06-16,CUS004346,PRO00096,SEL00213,CH01,1,9.8,1.92,7.88,5.01,0.59,0.12,2.99,10.16,Card,Seller-Fulfilled,Standard,5.8,1,Completed,0,0.0
ORD0000012486,2021-03-03,CUS000532,PRO00436,SEL00212,CH01,1,6.94,1.01,5.93,4.18,0.73,0.07,2.99,8.12,PayPal,Seller-Fulfilled,Standard,4.0,1,Completed,0,0.0
ORD0000012489,2021-07-01,CUS000127,PRO00928,SEL00267,CH04,1,62.33,10.33,52.0,29.77,0.35,0.62,0.0,51.03,BNPL,Platform-Fulfilled,Standard,7.1,0,Returned,0,0.0
ORD0000012490,2021-01-28,CUS006060,PRO00470,SEL00109,CH02,1,48.43,7.51,40.92,24.49,6.01,0.64,3.99,38.26,Card,Platform-Fulfilled,Standard,4.9,1,Returned,0,0.0
ORD0000012491,2021-04-02,CUS004897,PRO00279,SEL00205,CH06,2,39.9,4.69,35.21,27.06,4.75,0.33,2.99,33.12,PayPal,Seller-Fulfilled,Standard,3.6,1,Completed,0,0.0
ORD0000012492,2022-05-03,CUS001004,PRO00853,SEL00111,CH01,2,114.54,23.15,91.39,56.8,6.89,1.14,2.99,86.35,PayPal,Platform-Fulfilled,Standard,4.5,1,Completed,0,0.0
ORD0000012493,2022-05-16,CUS006354,PRO00210,SEL00017,CH04,1,58.23,9.17,49.06,30.44,0.48,0.62,2.99,50.95,Card,Platform-Fulfilled,Express,3.9,0,Completed,0,0.0
ORD0000012495,2022-06-10,CUS003711,PRO00388,SEL00189,CH06,2,173.22,32.68,140.54,104.75,0.32,1.96,0.0,138.26,Cash on Delivery,Seller-Fulfilled,Standard,6.2,0,Completed,0,0.0
